품종,시장,법인,광역산지,시군산지,도매가격(원/kg),연,월
양파(일반),충주도매,충주중원청과,경북,문경,578.68,21,09
양파(일반),포항도매,포항청과,경북,포항남,750.00,21,09
양파(일반),구미도매,구미중앙청과,경북,김천,734.12,21,09
양파(일반),구미도매,구미중앙청과,경북,구미,473.56,21,09
양파(일반),구미도매,구미중앙청과,경북,군위,781.11,21,09
기타,서울가락도매,농협가락,경남,합천,1071.24,21,09
기타,서울가락도매,농협가락,충남,홍성,1270.90,21,09
기타,서울가락도매,농협가락,전남,무안,1251.88,21,09
기타,서울가락도매,농협가락,경북,김천,1050.00,21,09
기타,서울가락도매,농협가락,경남,거창,1300.00,21,09
기타,서울가락도매,서울청과,전남,무안,844.00,21,09
기타,서울가락도매,서울청과,경기,여주,2269.29,21,09
기타,서울가락도매,농협가락,전북,부안,979.08,21,09
기타,서울가락도매,농협가락,전남,함평,1800.00,21,09
기타,서울가락도매,농협가락,충남,예산,600.00,21,09
기타,서울가락도매,서울청과,경남,창녕,2300.00,21,09
기타,대구북부도매,농협북대구,경북,영천,743.56,21,09
기타,대구북부도매,농협북대구,경북,김천,711.89,21,09
기타,대구북부도매,농협북대구,전남,신안,1116.55,21,09
기타,대구북부도매,농협북대구,전남,함평,1074.39,21,09
기타,대구북부도매,농협북대구,전남,무안,1053.68,21,09
기타,대구북부도매,농협북대구,경남,의령,1081.16,21,09
기타,대구북부도매,대구경북원예농협,경북,칠곡,800.00,21,09
기타,대구북부도매,대구경북원예농협,대구,대구북구,786.11,21,09
기타,대구북부도매,대구경북원예농협,경남,함양,800.00,21,09
기타,대구북부도매,대구경북원예농협,경남,창녕,766.67,21,09
기타,대구북부도매,농협북대구,경남,거창,1180.70,21,09
기타,대구북부도매,농협북대구,대구,대구북구,557.32,21,09
기타,대구북부도매,농협북대구,경북,구미,607.35,21,09
기타,대구북부도매,농협북대구,경남,밀양,750.00,21,09
기타,대구북부도매,대구경북원예농협,경북,의성,738.83,21,09
기타,대구북부도매,농협북대구,경북,성주,539.55,21,09
기타,대구북부도매,대구경북원예농협,경북,구미,675.00,21,09
기타,대구북부도매,농협북대구,경북,의성,500.00,21,09
기타,대구북부도매,대구경북원예농협,경북,군위,400.00,21,09
기타,구리도매,구리청과,경기,구리,847.61,21,09
기타,구리도매,농협구리,전남,무안,849.87,21,09
기타,구리도매,농협구리,전남,해남,1000.00,21,09
기타,구리도매,농협구리,대구,달성,709.37,21,09
기타,구리도매,농협구리,경기,구리,810.68,21,09
기타,구리도매,농협구리,경북,고령,812.65,21,09
기타,구리도매,농협구리,경남,함양,841.23,21,09
기타,구리도매,농협구리,전남,함평,877.77,21,09
기타,구리도매,농협구리,경남,의령,792.18,21,09
기타,구리도매,농협구리,경북,경산,814.69,21,09
기타,구리도매,농협구리,전남,영암,849.14,21,09
기타,구리도매,농협구리,경북,의성,792.47,21,09
기타,구리도매,농협구리,강원,삼척,815.00,21,09
기타,구리도매,농협구리,경남,창녕,736.56,21,09
기타,구리도매,구리청과,경남,합천,716.91,21,09
기타,구리도매,농협구리,충남,서산,570.65,21,09
기타,구리도매,인터넷청과,경북,영주,825.37,21,09
기타,구리도매,인터넷청과,강원,철원,778.86,21,09
기타,구리도매,인터넷청과,전남,무안,850.00,21,09
기타,구리도매,농협구리,충남,예산,450.00,21,09
기타,구리도매,인터넷청과,충남,홍성,700.00,21,09
기타,부산엄궁도매,농협부산,경남,창녕,853.59,21,09
기타,부산엄궁도매,농협부산,경남,합천,814.61,21,09
기타,부산엄궁도매,농협부산,경남,의령,836.66,21,09
기타,부산엄궁도매,농협부산,부산,사상,700.82,21,09
기타,부산엄궁도매,농협부산,경기,양주,759.60,21,09
기타,부산엄궁도매,농협부산,경북,김천,925.00,21,09
기타,부산엄궁도매,농협부산,경남,함안,722.09,21,09
기타,부산엄궁도매,농협부산,경남,양산,586.04,21,09
기타,부산엄궁도매,농협부산,경북,구미,812.69,21,09
기타,부산엄궁도매,농협부산,부산,연제,816.95,21,09
기타,부산엄궁도매,농협부산,경남,밀양,435.00,21,09
기타,부산엄궁도매,농협부산,경남,함양,780.17,21,09
기타,부산엄궁도매,농협부산,전북,남원,611.03,21,09
기타,부산엄궁도매,농협부산,서울,서울중구,820.00,21,09
기타,부산반여도매,동부청과,부산,연제,878.30,21,09
기타,부산반여도매,농협반여,경남,창녕,837.08,21,09
기타,부산반여도매,동부청과,경남,창원의창,842.52,21,09
기타,부산반여도매,동부청과,경남,남해,850.00,21,09
기타,부산반여도매,동부청과,경남,김해,815.03,21,09
기타,부산반여도매,동부청과,경북,군위,923.25,21,09
기타,부산반여도매,동부청과,경남,밀양,708.27,21,09
기타,부산반여도매,동부청과,경남,창녕,830.00,21,09
기타,부산반여도매,동부청과,경남,함안,304.60,21,09
기타,부산반여도매,동부청과,경남,합천,451.26,21,09
기타,부산반여도매,동부청과,경남,함양,880.78,21,09
기타,부산반여도매,동부청과,경북,안동,780.00,21,09
기타,부산반여도매,농협반여,경북,상주,1050.00,21,09
기타,부산반여도매,농협반여,경남,밀양,1000.00,21,09
기타,대전노은도매,대전원협,전남,무안,961.27,21,09
기타,대전노은도매,대전원협,대전,유성,815.25,21,09
기타,대전노은도매,대전원협,경북,영천,912.63,21,09
기타,대전노은도매,대전원협,대전,대전서구,880.00,21,09
기타,대전노은도매,대전원협,경남,함양,983.17,21,09
기타,인천남촌도매,덕풍청과,경북,고령,945.30,21,09
기타,인천남촌도매,덕풍청과,전남,무안,907.16,21,09
기타,인천남촌도매,덕풍청과,경남,함양,783.01,21,09
기타,인천남촌도매,덕풍청과,경남,창녕,784.01,21,09
기타,인천남촌도매,덕풍청과,충남,당진,900.00,21,09
기타,수원도매,수원원협,전남,해남,941.90,21,09
기타,수원도매,수원원협,전남,함평,875.52,21,09
기타,수원도매,수원원협,부산,부산강서,998.96,21,09
기타,수원도매,수원원협,충남,당진,520.00,21,09
기타,광주서부도매,두레청과,광주,광주북구,858.92,21,09
기타,광주서부도매,두레청과,전북,완주,870.02,21,09
기타,광주서부도매,두레청과,경남,합천,775.60,21,09
기타,광주서부도매,두레청과,광주,광주서구,750.00,21,09
기타,광주서부도매,두레청과,전남,강진,750.00,21,09
기타,광주서부도매,두레청과,전남,나주,697.64,21,09
기타,광주서부도매,두레청과,전남,해남,450.11,21,09
기타,광주서부도매,농협광주,전남,무안,654.02,21,09
기타,광주서부도매,두레청과,전남,함평,880.00,21,09
기타,광주서부도매,농협광주,전남,장성,661.43,21,09
기타,광주서부도매,두레청과,전북,남원,813.33,21,09
기타,안산도매,농협안산,전남,무안,994.40,21,09
기타,청주도매,충북원협청주,전북,완주,886.79,21,09
기타,청주도매,충북원협청주,전남,무안,836.32,21,09
기타,청주도매,충북원협청주,경북,안동,777.78,21,09
기타,청주도매,충북원협청주,충북,청주흥덕,751.96,21,09
기타,청주도매,충북원협청주,경남,합천,844.26,21,09
기타,청주도매,충북원협청주,경북,김천,769.84,21,09
기타,청주도매,충북원협청주,충북,보은,771.57,21,09
기타,청주도매,충북원협청주,충북,진천,650.00,21,09
기타,청주도매,충북원협청주,경북,예천,875.30,21,09
기타,청주도매,충북원협청주,충북,청주청원,477.20,21,09
기타,울산도매,울산원예농협,부산,기장,933.33,21,09
기타,순천도매,순천원협,전남,영암,900.53,21,09
기타,순천도매,순천원협,전북,남원,651.24,21,09
기타,순천도매,순천원협,전남,무안,895.83,21,09
기타,순천도매,순천원협,경남,창녕,866.54,21,09
기타,순천도매,순천원협,경남,합천,832.80,21,09
기타,순천도매,순천원협,전남,고흥,762.50,21,09
기타,순천도매,순천원협,전남,순천,750.00,21,09
기타,천안도매,천안농협,전북,완주,930.96,21,09
기타,천안도매,천안농협,충남,천안동남,500.00,21,09
기타,천안도매,천안농협,서울,서울중구,394.77,21,09
기타,천안도매,천안농협,경기,안성,628.84,21,09
기타,천안도매,천안농협,충남,공주,911.79,21,09
기타,천안도매,천안농협,충남,홍성,822.79,21,09
기타,익산도매,익산원예농협,전북,익산,682.14,21,09
기타,전주도매,전주원협,전북,전주덕진,810.05,21,09
기타,전주도매,전주원협,전북,완주,919.23,21,09
기타,전주도매,전주원협,전북,장수,588.96,21,09
기타,전주도매,전주원협,경남,함양,754.68,21,09
기타,전주도매,전주원협,전북,김제,583.68,21,09
기타,전주도매,전주원협,전북,정읍,346.83,21,09
기타,전주도매,전주원협,전북,익산,275.91,21,09
기타,창원내서도매,창원원협,경남,창녕,908.81,21,09
기타,창원내서도매,마산청과시장,경남,창녕,806.19,21,09
기타,창원내서도매,창원원협,경남,창원의창,771.45,21,09
기타,창원내서도매,마산청과시장,경남,창원진해,848.10,21,09
기타,창원내서도매,마산청과시장,경남,창원마산회원,1132.34,21,09
기타,창원내서도매,마산청과시장,경남,함안,486.54,21,09
기타,창원내서도매,창원원협,경남,창원마산회원,799.35,21,09
기타,창원내서도매,창원원협,경북,경산,789.76,21,09
기타,창원내서도매,마산청과시장,경남,의령,519.51,21,09
기타,창원내서도매,창원원협,경남,의령,591.41,21,09
기타,창원내서도매,창원원협,경남,함안,562.50,21,09
기타,창원내서도매,창원원협,경남,거창,789.47,21,09
기타,창원내서도매,창원원협,대구,달성,71.67,21,09
기타,창원팔용도매,농협창원,경남,창녕,865.75,21,09
기타,창원팔용도매,농협창원,대구,대구중구,823.40,21,09
기타,창원팔용도매,농협창원,경남,창원의창,936.47,21,09
기타,창원팔용도매,농협창원,경남,밀양,635.88,21,09
기타,창원팔용도매,농협창원,전북,남원,881.13,21,09
기타,진주도매,진주농협,경남,진주,669.93,21,09
기타,진주도매,진주농협,경남,의령,737.27,21,09
기타,진주도매,진주농협,경북,영주,810.48,21,09
기타,진주도매,진주농협,경남,함양,680.47,21,09
기타,진주도매,진주농협,경남,합천,578.76,21,09
기타,진주도매,진주농협,전북,남원,800.00,21,09
기타,진주도매,진주농협,경북,고령,410.36,21,09
기타,춘천도매,춘천원협,경북,영주,999.69,21,09
기타,춘천도매,춘천원협,강원,춘천,1476.41,21,09
기타,춘천도매,춘천원협,강원,횡성,1067.77,21,09
기타,원주도매,원주원협,서울,송파,911.46,21,09
기타,원주도매,합동청과,강원,원주,1460.87,21,09
기타,원주도매,합동청과,경북,의성,1011.67,21,09
기타,충주도매,충북원협충주,충북,충주,852.95,21,09
기타,충주도매,충북원협충주,경북,상주,760.63,21,09
기타,충주도매,충북원협충주,경북,예천,621.31,21,09
기타,포항도매,포항농협,경북,영주,772.71,21,09
기타,포항도매,대구경북능금원협,경북,포항북,786.14,21,09
기타,포항도매,대구경북능금원협,경북,영천,1179.31,21,09
기타,포항도매,포항농협,경북,군위,545.81,21,09
기타,포항도매,포항농협,경북,포항북,400.00,21,09
기타,구미도매,구미농협,경북,구미,754.04,21,09
기타,구미도매,구미농협,경북,김천,774.91,21,09
기타,구미도매,구미농협,경북,군위,737.74,21,09
기타,구미도매,구미농협,경북,의성,590.00,21,09
기타,구미도매,구미농협,경북,상주,440.00,21,09
기타,정읍도매,정읍원협,광주,광주서구,546.92,21,09
기타,정읍도매,정읍원협,전북,정읍,754.35,21,09
기타,안동도매,안동농협,경북,예천,721.68,21,09
기타,안동도매,안동농협,경북,안동,799.08,21,09
기타,안동도매,안동농협,경남,양산,710.00,21,09
기타,안동도매,안동농협,경북,의성,581.43,21,09
기타,안동도매,안동청과,경북,예천,565.00,21,09
저장양파,서울가락도매,한국청과,전남,무안,861.63,21,09
저장양파,서울가락도매,중앙청과,전남,무안,866.20,21,09
저장양파,서울가락도매,동화청과,전남,무안,865.87,21,09
저장양파,서울가락도매,한국청과,전남,함평,899.63,21,09
저장양파,서울가락도매,동화청과,전남,함평,880.58,21,09
저장양파,서울가락도매,동화청과,전남,신안,865.38,21,09
저장양파,서울가락도매,농협가락,경남,함양,1096.88,21,09
저장양파,서울가락도매,한국청과,경북,고령,996.42,21,09
저장양파,서울가락도매,한국청과,전북,부안,869.94,21,09
저장양파,서울가락도매,중앙청과,전남,신안,748.47,21,09
